,BBLE,BLOCK,LOT,EASEMENT,OWNER,BLDGCL,TAXCLASS,LTFRONT,LTDEPTH,STORIES,FULLVAL,AVLAND,AVTOT,EXLAND,EXTOT,EXCD1,STADDR,ZIP,EXMPTCL,BLDFRONT,BLDDEPTH,AVLAND2,AVTOT2,EXLAND2,EXTOT2,EXCD2,PERIOD,YEAR,VALTYPE,manhattan_score,euclidean_score,autoencoder_score,weighted_score
331642,1006900029E,690,29,E,CONRAIL,U6,3,0,0,,0,0,0,0,0,,10 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
333226,1007070001F,707,1,F,,U6,3,0,0,,0,0,0,0,0,,WEST 36 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
334626,4000700006F,70,6,F,PENN T & T R R CO,U6,3,0,0,,0,0,0,0,0,,MIDTOWN TUN PLAZA,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
336238,1005960092F,596,92,F,,U9,3,0,0,,0,0,0,0,0,,SPRING STREET,,X1,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
337340,1007290015E,729,15,E,NATIONAL PASS RR CORP,U1,3,0,0,,0,0,0,0,0,,WEST 31 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
337724,1000160125,16,125,,WFP TOWER B CO LP,O4,4,489,217,43.0,417000000,76950000,187650000,76950000,187650000,3390.0,225 LIBERTY STREET,10280.0,,125,125,76950000.0,205600000.0,76950000.0,205600000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
338995,1006650010G,665,10,G,,U1,3,0,0,,0,0,0,0,0,,12 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
343112,2055170101,5517,101,,EDGEWATER PARK OWNER,A8,1D,331,280,1.0,7740000,169176,310290,81791,81791,1010.0,1A EDGEWATER PARK,10465.0,,20,44,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
349071,4158470075G,15847,75,G,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,,,X1,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
353888,1009720001,972,1,,PCV ST OWNER LP,D7,2,1362,2023,13.0,807000000,117450000,363150000,0,0,,240 1 AVENUE,10009.0,,1362,2023,117450000.0,303050000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
355774,1009941001,994,1001,,BLACKHAWK ACQUISITION,R5,4,0,0,41.0,308103900,38038983,138646755,0,59388318,1985.0,1095 AVENUE OF THE AMER,10036.0,,0,0,38038983.0,118704319.0,,59388318.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
356083,1010780023E,1078,23,E,CONSOLIDATED RAIL CO,U6,3,0,0,,0,0,0,0,0,,WEST 49 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
356774,1011870004E,1187,4,E,CITY OF NEW YORK,U6,3,0,0,,0,0,0,0,0,,RIVERSIDE PARK,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
357722,1022552000E,2255,2000,E,NATL PASS RR CORP,U9,3,0,0,,0,0,0,0,0,,DYCKMAN STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
359302,1012651026,1265,1026,,RCPI 30 ROCK 22234849,R5,4,0,0,70.0,9480274,1034207,4266123,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1034207.0,3713572.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
359456,1021400010E,2140,10,E,CITY OF NEW YORK,U6,3,0,0,,0,0,0,0,0,,FT WASHINGTON AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
360834,4158550090F,15855,90,F,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,EDGEMERE AVENUE,,X1,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
361052,1012640045,1264,45,,,O4,4,63,100,28.0,42400000,5085000,19080000,0,0,,10 WEST 49 STREET,10020.0,,63,100,5078250.0,16902000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
362629,1012651009,1265,1009,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,10822989,1180683,4870345,1180683,4870345,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1180683.0,4239530.0,1180683.0,4239530.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
362883,1006990027E,699,27,E,CONRAIL,U6,3,0,0,,0,0,0,0,0,,WEST 27 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
363241,4000650001J,65,1,J,CITY OF NEW YORK,U7,3,0,0,,0,0,0,0,0,,BORDEN AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
370558,1007020050E,702,50,E,,U9,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
370576,1012809090,1280,9090,,ISTITHMAR LEXINGTON L,Z3,4,220,275,38.0,387000000,45450000,174150000,45450000,174150000,4520.0,100 EAST 45 STREET,10017.0,X3,220,273,43434000.0,156473000.0,43434000.0,156473000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
374699,1012870033E,1287,33,E,PENN CENTRAL RAILROAD,U6,3,0,0,,0,0,0,0,0,,PARK AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
376242,4142600001,14260,1,,"LOGAN PROPERTY, INC.",T1,4,4910,0,3.0,374019883,1792808947,4668308947,1792808947,4668308947,2198.0,154-68 BROOKVILLE BOULEVARD,11422.0,X4,0,0,1644454002.0,4501180002.0,1644454002.0,4501180002.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
376599,1010730001E,1073,1,E,CONSOLIDATED RAIL CO,U6,3,0,0,,0,0,0,0,0,,11 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
378203,1009390029E,939,29,E,NATIONAL PASS RR CORP,U6,3,0,0,,0,0,0,0,0,,1 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
378303,1012651046,1265,1046,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9600715,1047343,4320322,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1047343.0,3760750.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
379235,1006650011E,665,11,E,,U6,3,0,0,,0,0,0,0,0,,12 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
380328,1012651081,1265,1081,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9958401,480627,4481280,0,2584366,1985.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,480627.0,3882059.0,,2584366.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
384009,1010491002,1049,1002,,A/R RETAIL LLC,R5,4,0,0,55.0,296000000,18632250,133200000,0,0,,10 COLUMBUS CIRCLE,10019.0,,0,0,18632250.0,97917006.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
385011,1012940001,1294,1,,767 FIFTH PARTNERS LL,O4,4,200,420,50.0,1020000000,106200000,459000000,0,0,,761 5 AVENUE,10022.0,,200,314,106200000.0,358060000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
386550,1012651002,1265,1002,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,2609154,284631,1174119,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,284631.0,1022042.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
386763,1012730022,1273,22,,SOLOVIEFF REALTY CO.,O4,4,268,200,49.0,691000000,191250000,310950000,0,0,,9 WEST 57 STREET,10019.0,,254,198,99720000.0,312290000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
387105,1010030029,1003,29,,ROCKEFELLER CTR NORTH,O3,4,200,410,47.0,652000000,132750000,293400000,0,0,,1271 AVENUE OF THE AMER,10020.0,,201,410,132750000.0,268870000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
387973,1008080001F,808,1,F,PENN CENTRAL RR,U6,3,106,341,,0,0,0,0,0,,7 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
392736,1006440001E,644,1,E,N Y CENTAL R R,U6,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
393061,1008350041,835,41,,EMPIRE STATE LAND ASS,O4,4,197,425,85.0,698700000,99000000,314415000,0,0,,338 5 AVENUE,10001.0,,197,425,99000000.0,271048536.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
393878,4158480036G,15848,36,G,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,ROCKAWAY BEACH BLVD,11691.0,X4,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
395127,1012651070,1265,1070,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,2205422,73045,992440,0,667284,1985.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,73045.0,854731.0,,667284.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
395285,1007130001E,713,1,E,,U9,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
397792,1006790001E,679,1,E,,U9,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
397924,4102610001F,10261,1,F,CITY OF NY BORO PRES,U9,3,0,0,,0,0,0,0,0,,109 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
399572,1000130027E,13,27,E,CNY/NYCTA,U7,3,0,0,,0,0,0,0,0,,BROADWAY,10004.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
401225,1006800001H,680,1,H,,U9,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
402891,1021340300F,2134,300,F,N Y CENTRAL R R,U6,3,0,0,,0,0,0,0,0,,WEST 155 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
403264,1012760033E,1276,33,E,CNY/NYCTA,U7,3,0,0,,0,0,0,0,0,,EAST 42 STREET,10017.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
407270,2055170001,5517,1,,EDGEWATER PK OWNERS C,A8,1D,200,444,1.0,10000000,218251,396100,104411,104411,1010.0,36A EDGEWATER PARK,10465.0,,34,33,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
407410,1000160220,16,220,,DEPARTMENT OF BUSINES,Z9,4,179,196,25.0,34400000,4225500,15480000,4225500,15480000,2191.0,450 NORTH END AVENUE,10282.0,,135,179,3775498.0,13841998.0,3775498.0,13841998.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
408236,1009390034E,939,34,E,NATIONAL PASS RR CORP,U6,3,0,0,,0,0,0,0,0,,1 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
409072,4000370025F,37,25,F,LIRR,U7,3,5,25,,0,0,0,0,0,,BORDEN AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
411485,1013730001,1373,1,,NYS URBAN DEVELOPMENT,D4,2,200,102,18.0,473000000,141300000,212850000,141300000,212850000,2310.0,40 RIVER ROAD,10044.0,X4,0,0,141597360.0,224253356.0,141597360.0,224253356.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
411701,1012650071,1265,71,,RCPI LANDMARK PROPERT,K9,4,25,66,3.0,5670000,810000,2551500,0,0,,1258 AVENUE OF THE AMER,10020.0,,25,66,810000.0,1813500.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
412567,1012800030G,1280,30,G,CNY/NYCTA,U7,3,0,0,,0,0,0,0,0,,EAST 42 STREET,10017.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
417605,1012651088,1265,1088,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,14414468,1572478,6486511,1572478,6486511,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,1572478.0,5646372.0,1572478.0,5646372.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
418941,1009950005,995,5,,UDC,O3,4,200,187,48.0,727000000,71550000,327150000,71550000,327150000,3410.0,1472 BROADWAY,10036.0,,0,0,71550000.0,354239997.0,71550000.0,354239997.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
420776,1010010029,1001,29,,1221 AVENUE HOLDINGS,O3,4,200,526,51.0,771000000,198000000,346950000,0,0,,1221 AVENUE OF THE AMER,10036.0,,192,494,198000000.0,351450000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
423048,1003540001E,354,1,E,CITY OF NEW YORK,U7,3,8,25,,0,0,0,0,0,,ESSEX STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
423879,4000650001G,65,1,G,DAVIDSON PIPE,U7,3,68,102,,0,0,0,0,0,,BORDEN AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
424060,1002400006,240,6,,DEPARTMENT OF BUSINES,V9,4,1938,540,,247291650,111281243,111281243,111281243,111281243,2191.0,SOUTH STREET,10002.0,X1,0,0,33938349.0,33938349.0,33938349.0,33938349.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
425078,1014800001,1480,1,,SOCIETY OF THE NY HOS,I9,4,491,583,27.0,375000000,45000000,168750000,45000000,168750000,1401.0,1176 YORK AVENUE,10065.0,X8,461,583,42096510.0,153517680.0,42096510.0,153517680.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
425822,1012770027E,1277,27,E,PENN CENTRAL RAILROAD,U6,3,0,0,,0,0,0,0,0,,EAST 42 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
426059,1010040029,1004,29,,1285 LLC,O4,4,200,400,39.0,514444444,135900000,231500000,0,0,,1285 AVENUE OF THE AMER,10019.0,,200,400,135900000.0,227339993.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
426597,1012651052,1265,1052,,RCPI 30 ROCK 22234849,R5,4,0,0,70.0,9838053,1073235,4427124,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,1073235.0,3853716.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
427199,1010690056E,1069,56,E,CONSOLIDATED RAIL CO,U6,3,0,0,,0,0,0,0,0,,WEST 41 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
428788,1012840026E,1284,26,E,PENN CENTRAL RAILROAD,U6,3,0,0,,0,0,0,0,0,,EAST 48 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
430437,1013540001,1354,1,,MACQUARIE NEW YORK PA,Z5,4,120,426,39.0,419000000,161100000,188550000,161100000,188550000,7150.0,752 1 AVENUE,10017.0,X9,73,287,149976000.0,182466000.0,149976000.0,182466000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
432549,4132650075F,13265,75,F,CITY OF NEW YORK,U9,3,22,365,,0,0,0,0,0,,NORTH CONDUIT AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
433615,2043350001,4335,1,,PARKS AND RECREATION,Q1,4,4824,3031,1.0,205000000,89100000,92250000,89100000,92250000,2231.0,3410 BRUCKNER BOULEVARD,10465.0,X1,20,88,84780000.0,87840000.0,84780000.0,87840000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
434908,1010130029,1013,29,,UDC,O4,4,197,155,37.0,392000000,5760000,176400000,5760000,176400000,3410.0,582 7 AVENUE,10036.0,,197,125,5760000.0,180810000.0,5760000.0,180810000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
436924,1012651068,1265,1068,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,8751765,954734,3938294,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,954734.0,3428203.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
438442,1012810030E,1281,30,E,NYC DEPT OF HIGHWAYS,U1,3,0,0,,0,0,0,0,0,,EAST 45 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
440274,1021780001F,2178,1,F,NYC FT WASHINGTON PK,U6,3,0,0,,0,0,0,0,0,,RIVERSIDE DRIVE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
441435,1017750006G,1775,6,G,,V1,4,0,0,,22200,9990,9990,0,0,,,,,0,0,4328.0,4328.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
445572,1006460010E,646,10,E,,U6,3,0,0,,0,0,0,0,0,,WEST 14 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
445581,1012651007,1265,1007,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,3387614,343317,1524426,343317,1524426,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,343317.0,1322490.0,343317.0,1322490.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
447200,1009950001E,995,1,E,CNY/NYCTA,U7,3,0,0,,0,0,0,0,0,,BROADWAY,10036.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
447395,3085910100,8591,100,,DEPT OF GENERAL SERVI,V9,4,466,1009,,2310884200,1039897890,1039897890,1039897890,1039897890,2191.0,FLATBUSH AVENUE,,X1,0,0,435264156.0,435264156.0,435264156.0,435264156.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
448729,4152000001,15200,1,,DEPT RE-CITY OF NY,V9,4,999,999,,799808000,359913600,359913600,359913600,359913600,4600.0,159 STREET,,X1,0,0,194005440.0,194005440.0,194005440.0,194005440.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
452457,1009390026F,939,26,F,NATIONAL PASS RR CORP,U6,3,0,0,,0,0,0,0,0,,EAST 33 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
453423,1009620008I,962,8,I,NATIONAL PASS RR CORP,U6,3,0,0,,0,0,0,0,0,,EAST 30 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
453683,3061530001,6153,1,,CITY OF NEW YORK,Y4,4,942,1001,1.0,264100000,45922500,118845000,45922500,118845000,2231.0,9275 FT HAMILTON PARKWAY,11209.0,X3,335,40,43370550.0,103186230.0,43370550.0,103186230.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
455082,1013131002,1313,1002,,731 OFFICE ONE LLC,R5,4,0,0,54.0,368000000,36504000,165600000,0,33772317,5110.0,151 EAST 58 STREET,10022.0,,0,0,36504000.0,128160000.0,,25702926.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
456014,4047870076,4787,76,,FONG TSO LEE LINA WON,A3,1,71,123,2.7,1042000,28912,50803,1620,1620,1017.0,29 BAYSIDE DRIVE,11697.0,,37,50,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
458276,1000160190,16,190,,,D8,2,196,71,,73100000,1921500,32895000,1921500,32895000,6800.0,22 RIVER TERRACE,10282.0,,0,0,1921500.0,32868000.0,1921500.0,32868000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
458927,4158970036F,15897,36,F,CITY OF NEW YORK,U1,3,0,0,,0,0,0,0,0,,ARVERNE BOULEVARD,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
459206,1012651101,1265,1101,,NYC INDST.DEVL. AGENC,R5,4,0,0,70.0,3144523,343036,1415035,343036,1415035,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,343036.0,1231755.0,343036.0,1231755.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
459308,3048290001,4829,1,,HEALTH AND HOSPITALS,I1,4,542,2065,5.0,311271272,14274572,140072072,14274572,140072072,2252.0,451 CLARKSON AVENUE,11203.0,X1,153,107,13601320.0,139282781.0,13601320.0,139282781.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
461557,1012640030,1264,30,,RCPI LANDMARK PROPERT,O4,4,100,200,28.0,127000000,15210000,57150000,0,0,,600 5 AVENUE,10020.0,,100,200,15216750.0,50715000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
463747,1013000001,1300,1,,W 2007 MONDAY 230 PAR,O3,4,344,200,34.0,316000000,41355000,142200000,0,3240000,1985.0,230 PARK AVENUE,10017.0,,344,200,41355000.0,132303662.0,,3240000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
464180,1012740034,1274,34,,PARKS AND RECREATION,Z9,4,245,151,,62555000,28080000,28149750,28080000,28149750,2231.0,1 GRAND ARMY PLAZA,10020.0,X1,0,0,25092000.0,25154640.0,25092000.0,25154640.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
467428,1010220043,1022,43,,PGREF I 1633 BROADWAY,O4,4,201,450,48.0,621000000,61200000,279450000,0,0,,1631 BROADWAY,10019.0,,170,335,61200000.0,259560000.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
467525,1012800060E,1280,60,E,PENN CENTRAL RAILROAD,U6,3,0,0,,0,0,0,0,0,,LEXINGTON AVENUE,10017.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
469785,1012651103,1265,1103,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,3132367,341711,1409565,341711,1409565,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,341711.0,1226993.0,341711.0,1226993.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
469969,1000010010,1,10,,UNITED STATES OF AMER,Y4,4,198,0,,304042000,96228900,136818900,96228900,136818900,4500.0,1 GOVERNORS ISLAND,10004.0,X3,0,0,81732780.0,120846780.0,81732780.0,120846780.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
470025,1012651011,1265,1011,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,9099149,992627,4094617,992627,4094617,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,992627.0,3564276.0,992627.0,3564276.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
472286,1018190100E,1819,100,E,CON EDISON,U9,3,220,6,,0,0,0,0,0,,F D R DRIVE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
472602,1013140009E,1314,9,E,CNY/TBTA,V1,4,197,246,,11000000,4950000,4950000,4950000,4950000,2191.0,633 3 AVENUE,10017.0,X4,0,0,3234600.0,3234600.0,3234600.0,3234600.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
474349,4000130001G,13,1,G,CNY/NYCTA,U6,3,80,250,,0,0,0,0,0,,VERNON BOULEVARD,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
474439,1008530002,853,2,,,O3,4,0,0,42.0,383000000,18000000,172350000,0,0,,1 MADISON AVENUE,10010.0,,0,0,22789942.0,130067481.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
478669,1010840009E,1084,9,E,CONSOLIDATED RAIL CO,U6,3,0,0,,0,0,0,0,0,,WEST 55 STREET,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
480194,1007110001F,711,1,F,,U6,3,0,0,,0,0,0,0,0,,11 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
480471,1013720053E,1372,53,E,,U9,3,0,0,,0,0,0,0,0,,RIVER TERRACE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
481504,4002700002H,270,2,H,N Y C P W,U1,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
481541,1012570001,1257,1,,NEW YORK PUBLIC LIBRA,P8,4,455,482,3.5,292879000,116855550,131795550,116855550,131795550,2232.0,476 5 AVENUE,10018.0,X1,420,268,108591210.0,120989610.0,108591210.0,120989610.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
482576,1010740024E,1074,24,E,CONSOLIDATED RAIL CO,U6,3,0,0,,0,0,0,0,0,,11 AVENUE,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
484648,1013720049E,1372,49,E,,U9,3,0,0,,0,0,0,0,0,,,,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
490827,1012800010F,1280,10,F,PENN CENTRAL RAILROAD,U6,3,0,0,,0,0,0,0,0,,EAST 42 STREET,10017.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
493842,1021790625G,2179,625,G,CNY/NYCTA,U7,3,0,0,,0,0,0,0,0,,BROADWAY,10040.0,,0,0,,,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
496052,1010160036,1016,36,,1515 BROADWAY FEE OWN,O4,4,200,327,53.0,463000000,53550000,208350000,0,0,,1515 BROADWAY,10036.0,,200,308,53550000.0,195407097.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
497016,1012651071,1265,1071,,NBC TRUST NO. 1996A,R5,4,0,0,70.0,96145,10488,43265,10488,43265,2500.0,30 ROCKEFELLER PLAZA,10020.0,,0,0,10488.0,37658.0,10488.0,37658.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
497223,1011320020,1132,20,,FORDHAM UNIVERSITY,W6,4,200,250,20.0,209000000,63000000,94050000,63000000,94050000,1601.0,155 WEST 60 STREET,10023.0,X7,0,0,57105000.0,84285000.0,57105000.0,84285000.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
504574,1012651058,1265,1058,,RCPI LANDMARK PROPERT,R5,4,0,0,70.0,9136370,996693,4111367,0,0,,30 ROCKEFELLER PLAZA,10020.0,,0,0,996693.0,3578858.0,,,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
505915,5009390001,939,1,,PARKS AND RECREATION,Q1,4,1460,1540,2.0,8380000,3510000,3771000,3510000,3771000,2231.0,132 ALTAMONT STREET,10307.0,X6,30,30,3137400.0,3370500.0,3137400.0,3370500.0,,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
508285,4163500400,16350,400,,BREEZY POINT COOPERAT,A8,1D,2798,997,1.0,273000000,10920000,16380000,768206,1133406,1010.0,217-02 BREEZY POINT BLVD,11697.0,,30,40,,,,,1015.0,FINAL,2010/11,AC-TR,1000,1000,1000,1000.0
